"name","scientific_name","description","image_link","cleaned_name","cleaned_description"
"Steelhead Salmon","Oncorhynchus mykiss","Steelhead are the ocean-migrating (anadromous) ecotype of the Rainbow Trout. They hatch in freshwater, migrate to the sea to grow, and return to rivers to spawn; unlike many Pacific salmon, individuals may survive spawning and return again (iteroparity).","https://a-z-animals.com/media/2022/04/Steelhead-trout-swimming-1024x535.jpg","steelhead salmon","[REDACTED] are the ocean-migrating (anadromous) ecotype of the Rainbow Trout. They hatch in freshwater, migrate to the sea to grow, and return to rivers to spawn; unlike many Pacific [REDACTED], individuals may survive spawning and return again (iteroparity)."
"Steller’s Sea Cow","Hydrodamalis gigas","Steller's sea cow (Hydrodamalis gigas) was a very large, herbivorous marine mammal (order Sirenia) native to the cold, shallow coastal waters of the North Pacific, especially around the Commander Islands. It was described in the 18th century and was rapidly hunted to extinction shortly thereafter.","https://a-z-animals.com/media/animals/images/original/stellers_sea_cow1.jpg","steller's sea cow","Steller's [REDACTED] [REDACTED] (Hydrodamalis gigas) was a very large, herbivorous marine mammal (order Sirenia) native to the cold, shallow coastal waters of the North Pacific, especially around the Commander Islands. It was described in the 18th century and was rapidly hunted to extinction shortly thereafter."
"Stick Insect","Phasmatodea","Stick insects are insects specialized for camouflage, typically resembling twigs, stems, or leaves. They are primarily herbivorous and rely on crypsis, stillness, and slow swaying movements to avoid predators; some species also use chemical sprays or spines for defense.","https://a-z-animals.com/media/2020/05/shutterstock_1096501295-1024x774.jpg","stick insect","[REDACTED]s are [REDACTED]s specialized for camouflage, typically resembling twigs, stems, or leaves. They are primarily herbivorous and rely on crypsis, stillness, and slow swaying movements to avoid predators; some species also use chemical sprays or spines for defense."
"Stiletto Snake","Atractaspis","Stiletto snakes (Atractaspis) are fossorial, predominantly African (with extension into parts of the Middle East) venomous snakes famous for a unique defensive strike in which they can stab sideways with a long, highly mobile fang without fully opening the mouth or forming a typical forward strike.","https://a-z-animals.com/media/2022/01/Stiletto-Snake-header-1024x535.jpg","stiletto snake","[REDACTED]s (Atractaspis) are fossorial, predominantly African (with extension into parts of the Middle East) venomous [REDACTED]s famous for a unique defensive strike in which they can stab sideways with a long, highly mobile fang without fully opening the mouth or forming a typical forward strike."
"Stingray","Myliobatiformes","Stingrays are cartilaginous fishes (rays) typically characterized by a flattened body, enlarged pectoral fins forming a disc, and one or more venomous barbed spines on the tail used for defense. They occur in marine and some freshwater habitats worldwide, often feeding on benthic invertebrates and small fishes.","https://a-z-animals.com/media/2023/10/cownose-1024x681.jpeg","stingray","[REDACTED]s are cartilaginous fishes (rays) typically characterized by a flattened body, enlarged pectoral fins forming a disc, and one or more venomous barbed spines on the tail used for defense. They occur in marine and some freshwater habitats worldwide, often feeding on benthic invertebrates and small fishes."
"Stoat","Mustela erminea","The stoat (Mustela erminea), also known as the ermine, is a small, slender mustelid predator. It is notable for seasonal coat change in many populations—brown above/white below in summer, and often entirely white in winter (the ‘ermine’ coat), typically retaining a black tail tip.","https://a-z-animals.com/media/animals/images/original/stoat.jpg","stoat","The [REDACTED] (Mustela erminea), also known as the ermine, is a small, slender mustelid predator. It is notable for seasonal coat change in many populations—brown above/white below in summer, and often entirely white in winter (the ‘ermine’ coat), typically retaining a black tail tip."
"Stone Crab","Menippe mercenaria","The Florida stone crab is a robust, clawed marine crab best known from the southeastern United States and Caribbean region and widely harvested for its large claws (which can regenerate).","https://a-z-animals.com/media/2021/09/Stone-Crab-header-1024x439.jpg","stone crab","The Florida [REDACTED] is a robust, clawed marine [REDACTED] best known from the southeastern United States and Caribbean region and widely harvested for its large claws (which can regenerate)."
"Stonechat","Saxicola rubicola","A small insectivorous passerine (‘chat’) often seen perched conspicuously on stems, shrubs, or fence lines in open country. Males are strikingly patterned (dark head with contrasting pale neck/wing patches and warm-toned underparts), while females are browner and more subtly marked.","https://a-z-animals.com/media/2022/10/Stonechat-1024x676.jpg","stonechat","A small insectivorous passerine (‘chat’) often seen perched conspicuously on stems, shrubs, or fence lines in open country. Males are strikingly patterned (dark head with contrasting pale neck/wing patches and warm-toned underparts), while females are browner and more subtly marked."
"Stonefish","Synanceiidae","Stonefishes (Synanceiidae) are bottom-dwelling, highly camouflaged marine fishes best known for potent venom delivered by dorsal spines. They are ambush predators and are considered among the most venomous fishes to humans.","https://a-z-animals.com/media/2022/07/Stonefish-swimming-1024x683.jpg","stonefish","[REDACTED]es (Synanceiidae) are bottom-dwelling, highly camouflaged marine fishes best known for potent venom delivered by dorsal spines. They are ambush predators and are considered among the most venomous fishes to humans."
"Stoplight Loosejaw","Malacosteus niger","Malacosteus niger is a deep-sea dragonfish (“stoplight loosejaw”) famed for its extremely large, hinged jaws and bioluminescent organs that can produce red light—unusual in deep-sea fishes. It is a midwater predator adapted to the darkness of the mesopelagic to bathypelagic zones.","https://a-z-animals.com/media/2022/11/Full_body_shot_image_of_the_species_M._niger.jpg","stoplight loosejaw","Malacosteus niger is a deep-sea dragonfish (“[REDACTED]”) famed for its extremely large, hinged jaws and bioluminescent organs that can produce red light—unusual in deep-sea fishes. It is a midwater predator adapted to the darkness of the mesopelagic to bathypelagic zones."
"Stork","Ciconiidae","Storks (family Ciconiidae) are large, long-legged, long-necked wading birds found across much of the world, strongly associated with wetlands, floodplains, savannas, and open country. Many species are soaring birds with broad wings and are known for bill-clattering courtship displays and large stick nests.","https://a-z-animals.com/media/2021/11/Stork-header-1024x535.jpg","stork","[REDACTED]s (family Ciconiidae) are large, long-legged, long-necked wading birds found across much of the world, strongly associated with wetlands, floodplains, savannas, and open country. Many species are soaring birds with broad wings and are known for bill-clattering courtship displays and large stick nests."
"Strawberry Hermit Crab","Coenobita perlatus","A terrestrial (land-dwelling) hermit crab known for its bright red to reddish-orange body coloration and use of scavenged gastropod shells for protection. Frequently encountered in the wildlife/pet trade as a “strawberry” hermit crab.","https://a-z-animals.com/media/2022/02/shutterstock_1820647019-1024x535.jpg","strawberry hermit crab","A terrestrial (land-dwelling) [REDACTED] [REDACTED] known for its bright red to reddish-orange body coloration and use of scavenged gastropod shells for protection. Frequently encountered in the wildlife/pet trade as a “[REDACTED]” [REDACTED] [REDACTED]."
"Striped Bass","Morone saxatilis","The striped bass is a large, predatory, ray-finned fish native to the Atlantic coast of North America, well known for coastal runs, estuarine residency, and important commercial and recreational fisheries.","https://a-z-animals.com/media/2022/11/shutterstock_1646456488-1024x673.jpg","striped bass","The [REDACTED] is a large, predatory, ray-finned fish native to the Atlantic coast of North America, well known for coastal runs, estuarine residency, and important commercial and recreational fisheries."
"Striped Hyena","Hyaena hyaena","The striped hyena is a medium-sized hyenid and primarily a nocturnal scavenger, though it can hunt small to medium prey. It ranges from North and East Africa through the Middle East to the Indian subcontinent.","https://a-z-animals.com/media/2021/05/Striped-Hyena-header-1024x439.jpg","striped hyena","The [REDACTED] is a medium-sized hyenid and primarily a nocturnal scavenger, though it can hunt small to medium prey. It ranges from North and East Africa through the Middle East to the Indian subcontinent."
